64;64
-2.209287;-2.458149;-2.708242;-2.208360;-0.698534;-2.706880;-2.457008;-1.955613;-1.956595;-1.958134;-1.959276;-1.960633;-1.961978;-1.963082;-1.964097;-1.965365;-1.966774;-1.967759;-1.967931;-1.969145;-1.971144;-1.971611;-1.972079;-1.972550;-1.973021;-1.973495;-1.973969;-1.974444;-1.974921;-1.975398;-1.975876;-1.976356;-1.976836;-1.977317;-1.977799;-1.978282;-1.978766;-1.979251;-1.979736;-1.980224;-1.980712;-1.981201;-1.981693;-1.982185;-1.982680;-1.983176;-1.983675;-1.984120;-1.984418;-1.984277;-1.980404;-0.972266;-1.981315;-2.481591;-1.978706;-0.978673;-1.982099;-2.481972;-2.733168;-0.725614;-2.227001;-2.734396;-1.983725;-2.483725;
-2.204953;-1.209287;-0.701123;-1.200257;-1.206676;-0.442194;-0.955130;-0.956032;-0.703991;-0.704614;-0.705627;-0.706296;-0.708020;-0.709653;-0.711263;-0.713376;-0.464715;-0.967700;-0.717680;-0.718726;-0.718453;-0.719965;-0.721519;-0.723687;-0.724137;-0.724592;-0.725051;-0.725513;-0.725980;-0.726449;-0.726922;-0.727398;-0.727878;-0.728360;-0.728846;-0.729335;-0.729827;-0.730323;-0.730822;-0.731325;-0.731833;-0.732269;-0.732709;-0.733087;-0.733467;-0.733748;-0.730594;-0.225451;-0.729963;-0.980214;-0.978669;-0.225286;-0.982007;-0.980844;-0.472123;-0.980500;-0.218282;-0.720512;-1.230923;-0.727187;-1.231718;-1.226952;-0.730994;-1.977526;
-1.951391;-0.699417;-0.205257;-0.196537;-0.197286;-0.203056;-0.185724;-0.201676;-0.202048;-0.202049;-0.201319;-0.202479;-0.203672;-0.205037;-0.206559;-0.208600;-0.204609;-0.216026;-0.213530;-0.218333;-0.218706;-0.219766;-0.221190;-0.220465;-0.221874;-0.224931;-0.225393;-0.225860;-0.226329;-0.226802;-0.227278;-0.227758;-0.228240;-0.228726;-0.229214;-0.229707;-0.230202;-0.230702;-0.231205;-0.231713;-0.232149;-0.232588;-0.232966;-0.233347;-0.220904;-0.230417;-0.227125;-0.227963;-0.229605;-0.229143;-0.214330;-0.222368;-0.221843;-0.220929;-0.224647;-0.225831;-0.209755;-0.222670;-0.220371;-0.225909;-0.223056;-0.224943;-0.721112;-1.972544;
-1.948873;-0.949526;-0.195924;0.059408;0.055606;0.054443;0.058705;0.057710;0.069935;0.053676;0.051983;0.054937;0.052961;0.050515;0.048895;0.044483;0.043348;0.041710;0.040262;0.038541;0.035555;0.031597;0.028655;0.027265;0.024788;0.025952;0.021347;0.020695;0.020249;0.019792;0.019324;0.018846;0.018358;0.017859;0.017392;0.016949;0.016498;0.016106;0.015786;0.015594;0.015467;0.024485;0.020760;0.021397;0.025107;0.020533;0.031279;0.028337;0.029562;0.031742;0.032751;0.033655;0.034900;0.031557;0.033252;0.049483;0.035575;0.036011;0.031278;0.032867;0.038479;-0.217962;-0.716654;-1.968495;
-2.450024;-0.948151;-0.194956;0.060280;0.066700;0.063652;0.060985;0.063830;0.063363;0.073430;0.059201;0.057421;0.060232;0.057979;0.056098;0.053289;0.050307;0.046513;0.043638;0.041225;0.038527;0.035894;0.042213;0.027305;0.029041;0.024358;0.021772;0.024291;0.019016;0.018356;0.017897;0.017424;0.017007;0.016581;0.016161;0.015784;0.015399;0.015141;0.014879;0.032919;0.022744;0.018120;0.034867;0.023241;0.033244;0.030380;0.032800;0.034249;0.036311;0.038589;0.041384;0.042730;0.039003;0.040322;0.055904;0.043367;0.043751;0.039837;0.041981;0.047050;0.038868;-0.208358;-0.712167;-1.964324;
-2.449173;-0.188015;-0.194197;0.061490;0.067069;0.072873;0.069858;0.067651;0.070066;0.069669;0.078564;0.064781;0.062547;0.064609;0.062445;0.059978;0.057132;0.054619;0.051234;0.047344;0.044014;0.038691;0.036859;0.033699;0.030511;0.030972;0.027759;0.020296;0.017744;0.017391;0.014571;0.014172;0.013820;0.013457;0.013210;0.012957;0.013560;0.033777;0.022218;0.022143;0.022447;0.026792;0.028299;0.029798;0.034672;0.036363;0.040337;0.042534;0.044981;0.047018;0.048832;0.045535;0.047343;0.062787;0.051498;0.051829;0.048383;0.050382;0.055021;0.047465;0.049376;-0.204511;-0.708952;-1.961352;
-0.940500;-0.696583;-0.181368;0.062283;0.068727;0.073195;0.078418;0.075040;0.073509;0.075533;0.077340;0.077174;0.070025;0.071664;0.069281;0.066537;0.063457;0.060390;0.057233;0.053614;0.050581;0.046514;0.041798;0.038219;0.033069;0.030047;0.026676;0.026452;0.024426;0.013820;0.012103;0.011883;0.012159;0.011801;0.014987;0.026201;0.023013;0.019224;0.020464;0.026490;0.028188;0.031729;0.033881;0.039143;0.041931;0.044505;0.047368;0.049919;0.052312;0.054730;0.052256;0.054278;0.068942;0.058774;0.059058;0.056067;0.057965;0.062324;0.055383;0.057254;0.053078;-0.201462;-0.706374;-1.958963;
-1.947545;-0.941904;-0.191716;0.073759;0.069583;0.075395;0.078723;0.078234;0.086422;0.080799;0.076694;0.083848;0.076551;0.077483;0.075711;0.073164;0.070250;0.066995;0.063419;0.059538;0.055800;0.051967;0.047455;0.043857;0.038672;0.034412;0.028966;0.025229;0.021338;0.019899;0.032965;0.010903;0.010759;0.018708;0.031493;0.015936;0.018763;0.024069;0.026124;0.030011;0.032642;0.037980;0.041156;0.044969;0.048242;0.051348;0.054617;0.057570;0.060190;0.058129;0.060331;0.071752;0.067937;0.065537;0.062955;0.065729;0.067545;0.062664;0.064532;0.060961;0.056103;-0.198954;-0.704228;-1.956965;
-1.946168;-0.437165;-0.192466;0.064418;0.079312;0.076265;0.081251;0.083195;0.082630;0.086656;0.084303;0.088690;0.081805;0.082228;0.081302;0.078960;0.076223;0.073119;0.069668;0.065891;0.061804;0.057421;0.052888;0.048621;0.043636;0.039666;0.034038;0.028433;0.023350;0.017935;0.015187;0.033437;0.015197;0.018537;0.014745;0.017560;0.021365;0.026771;0.029899;0.035840;0.039417;0.043734;0.047478;0.051440;0.055249;0.058751;0.061932;0.064774;0.067260;0.065525;0.067447;0.079051;0.070971;0.071769;0.069141;0.070938;0.074176;0.068172;0.068153;0.064004;0.058602;-0.196868;-0.702425;-1.955281;
-1.944606;-0.693411;-0.187918;0.063525;0.071609;0.084547;0.082097;0.088359;0.088715;0.088412;0.087572;0.088358;0.091702;0.085395;0.085842;0.083971;0.081416;0.078467;0.075149;0.071481;0.067483;0.063171;0.058558;0.053659;0.048483;0.043723;0.038246;0.033711;0.028528;0.024149;0.029212;0.018554;0.020212;0.019713;0.042280;0.023244;0.026573;0.032022;0.036016;0.040900;0.045131;0.049784;0.054150;0.058216;0.061971;0.065399;0.068486;0.071213;0.073559;0.072125;0.078560;0.078962;0.077091;0.074850;0.076044;0.079541;0.074199;0.074694;0.071139;0.066508;0.060667;-0.195136;-0.700917;-1.953869;
